dir,source_id,experiment_id,time,hfls,hfss,pr,tas,tasmax,tasmin
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/ec_earth3/historical,ec_earth3,historical,1850-01-16T12:00:00Z,132.657912403768,17.7813239431554,4.13580774630326e-05,297.72040427593,302.373629263681,294.374235737588
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/ec_earth3/historical,ec_earth3,historical,1850-02-15T00:00:00Z,113.321851258106,36.4943167590644,2.01972770339316e-05,299.608383773246,304.713499809369,295.720706879791
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/ec_earth3/historical,ec_earth3,historical,1850-03-16T12:00:00Z,81.0565947625619,57.4529841781198,2.53833906979089e-05,302.544421072342,308.140660757907,297.677693935515
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/ec_earth3/historical,ec_earth3,historical,1850-04-16T00:00:00Z,108.647995201084,14.2670567837042,0.000131012049113465,297.383407510864,301.435440490747,294.87051714961
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/ec_earth3/historical,ec_earth3,historical,1850-05-16T12:00:00Z,111.378908685859,13.1762290905741,0.000121833943515328,296.975404950152,301.26772158774,294.220473606256
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/ec_earth3/historical,ec_earth3,historical,1850-06-16T00:00:00Z,109.521668641442,11.2329881708055,9.14648923337472e-05,296.543161858933,300.867711039249,293.562651662852
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/ec_earth3/historical,ec_earth3,historical,1850-07-16T12:00:00Z,129.861185846453,21.4780459933943,3.81825970434141e-05,297.184786110034,302.499739560635,293.505864603236
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/ec_earth3/historical,ec_earth3,historical,1850-08-16T12:00:00Z,129.973935950602,23.0876007939092,6.69597687796621e-05,297.499312047445,302.58122877747,293.915479559549
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/ec_earth3/historical,ec_earth3,historical,1850-09-16T00:00:00Z,133.462044205159,36.8343824622451,3.1260246705984e-05,299.372808050889,305.198629575925,294.984950798318
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/ec_earth3/historical,ec_earth3,historical,1850-10-16T12:00:00Z,103.37716252503,41.6314889543623,4.59448534252221e-05,299.674110512039,305.25908685717,295.90923360102
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/ec_earth3/historical,ec_earth3,historical,1850-11-16T00:00:00Z,109.274736857516,32.7685904736168,5.32444087713278e-05,298.83710584239,304.025851286639,295.278639721726
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/ec_earth3/historical,ec_earth3,historical,1850-12-16T12:00:00Z,104.622589949276,24.4048990323694,6.22708940984469e-05,298.717715543431,302.832922524846,295.578407078527
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/ec_earth3/historical,ec_earth3,historical,1851-01-16T12:00:00Z,109.749477960226,15.7210332665662,9.98813745431166e-05,297.492171058398,301.520009319589,294.898794922843
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/ec_earth3/historical,ec_earth3,historical,1851-02-15T00:00:00Z,120.116820812392,23.4632309100448,6.77023160784451e-05,298.208711715431,302.659459925982,295.123456845201
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/ec_earth3/historical,ec_earth3,historical,1851-03-16T12:00:00Z,120.94062409477,23.3303174794337,6.6448658374504e-05,298.710305827155,303.674793487875,295.336832579609
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/ec_earth3/historical,ec_earth3,historical,1851-04-16T00:00:00Z,111.229401030711,13.7456836044828,0.000127279167186331,297.42731486755,301.721098804444,294.816038787377
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/ec_earth3/historical,ec_earth3,historical,1851-05-16T12:00:00Z,108.210492319162,10.2415656061534,0.000135255007788962,296.812221497855,300.991593595995,294.058612753916
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/ec_earth3/historical,ec_earth3,historical,1851-06-16T00:00:00Z,118.901003611183,10.6537655947685,8.23057855128749e-05,296.653412947933,301.211853756425,293.515707834989
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/ec_earth3/historical,ec_earth3,historical,1851-07-16T12:00:00Z,128.299177176314,22.528884565445,2.95939201414251e-05,297.319020970482,302.591711720047,293.528421206542
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/ec_earth3/historical,ec_earth3,historical,1851-08-16T12:00:00Z,122.895167521919,34.0376035091926,3.29466771906323e-05,298.111460885458,303.467393489983,294.027566186798
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/ec_earth3/historical,ec_earth3,historical,1851-09-16T00:00:00Z,89.1729162134852,61.1723951833748,8.13684123035997e-06,302.11523082603,308.730317979649,296.542871291109
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/ec_earth3/historical,ec_earth3,historical,1851-10-16T12:00:00Z,62.5679818112663,78.8879432784112,8.66979849661938e-06,303.47222925054,310.299397771122,297.56234812717
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/ec_earth3/historical,ec_earth3,historical,1851-11-16T00:00:00Z,72.2597171302271,55.391381248602,3.84356572774053e-05,301.004635800365,306.56693152417,296.923778998472
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/ec_earth3/historical,ec_earth3,historical,1851-12-16T12:00:00Z,105.796607289853,18.9800332046197,7.62373179274417e-05,298.114849543695,301.959004035786,295.382383436849
