dir,source_id,experiment_id,time,hfls,hfss,pr,tas,tasmin,tasmax
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/mpi_esm1_2_lr/historical,mpi_esm1_2_lr,historical,1850-01-16T12:00:00Z,126.095798820075,13.6908003520882,3.45129589371653e-05,297.09212113772,294.640681732096,300.681157494995
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/mpi_esm1_2_lr/historical,mpi_esm1_2_lr,historical,1850-02-15T00:00:00Z,128.233986696651,34.5185220520181,1.07038970200605e-05,299.166640221685,295.600219190235,304.068055642453
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/mpi_esm1_2_lr/historical,mpi_esm1_2_lr,historical,1850-03-16T12:00:00Z,111.716593983324,22.9586060990814,7.1526292742969e-05,297.977732628601,295.662734536682,301.580085560247
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/mpi_esm1_2_lr/historical,mpi_esm1_2_lr,historical,1850-04-16T00:00:00Z,127.167903054807,14.047360054196,7.62278960616759e-05,296.691901462946,294.582370056991,300.089010155466
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/mpi_esm1_2_lr/historical,mpi_esm1_2_lr,historical,1850-05-16T12:00:00Z,129.766998945903,13.6142753986359,5.0550807314941e-05,296.541255733001,294.135834337394,299.862588494654
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/mpi_esm1_2_lr/historical,mpi_esm1_2_lr,historical,1850-06-16T00:00:00Z,93.029540677829,19.5138771180351,1.06955717306123e-05,296.177092914798,293.526749903353,299.520622125173
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/mpi_esm1_2_lr/historical,mpi_esm1_2_lr,historical,1850-07-16T12:00:00Z,74.0521572872566,32.3620544643487,3.51242860191465e-06,297.515016000513,294.311755600763,301.647207945042
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/mpi_esm1_2_lr/historical,mpi_esm1_2_lr,historical,1850-08-16T12:00:00Z,51.1220289601901,50.0633026407952,1.18164428734341e-06,300.361188853713,296.300098587381,305.521439148733
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/mpi_esm1_2_lr/historical,mpi_esm1_2_lr,historical,1850-09-16T00:00:00Z,27.5669024327548,62.3959181690557,1.59395619869484e-06,304.023094375551,299.851509251915,309.356227510533
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/mpi_esm1_2_lr/historical,mpi_esm1_2_lr,historical,1850-10-16T12:00:00Z,93.4864819651472,46.7892530801717,6.9469488980854e-05,300.46068710864,297.448883626695,304.933572529288
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/mpi_esm1_2_lr/historical,mpi_esm1_2_lr,historical,1850-11-16T00:00:00Z,138.111481022027,15.39210076672,0.000108869135751962,296.963704092668,294.792715195696,300.491650576893
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/mpi_esm1_2_lr/historical,mpi_esm1_2_lr,historical,1850-12-16T12:00:00Z,124.671338259895,19.0345649115962,4.06624376291432e-05,297.348397717427,294.798260076119,301.000476965225
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/mpi_esm1_2_lr/historical,mpi_esm1_2_lr,historical,1851-01-16T12:00:00Z,125.46184054588,16.7256959942058,5.05877617182681e-05,297.415172666098,295.114056401233,301.065104484467
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/mpi_esm1_2_lr/historical,mpi_esm1_2_lr,historical,1851-02-15T00:00:00Z,115.586617542861,35.4733335569641,2.68244216738657e-05,299.513101629788,296.556311106845,303.799232550844
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/mpi_esm1_2_lr/historical,mpi_esm1_2_lr,historical,1851-03-16T12:00:00Z,132.991484969742,25.5328453490523,5.26663420897457e-05,298.96006395223,296.323646082889,302.915488651592
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/mpi_esm1_2_lr/historical,mpi_esm1_2_lr,historical,1851-04-16T00:00:00Z,140.502211525152,15.4175964088762,8.11510101778407e-05,297.541374186338,295.198055191443,301.177813777119
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/mpi_esm1_2_lr/historical,mpi_esm1_2_lr,historical,1851-05-16T12:00:00Z,117.741493776501,11.5786072800242,6.10253096387396e-05,296.201322027445,294.14387832297,299.324525894471
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/mpi_esm1_2_lr/historical,mpi_esm1_2_lr,historical,1851-06-16T00:00:00Z,109.960276290039,14.7586706236203,3.24857649792621e-05,296.432529351274,293.939966359666,299.760624961597
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/mpi_esm1_2_lr/historical,mpi_esm1_2_lr,historical,1851-07-16T12:00:00Z,83.2579138042796,31.6649124511285,1.13908455581823e-05,297.824544780312,294.55665952986,302.105548328257
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/mpi_esm1_2_lr/historical,mpi_esm1_2_lr,historical,1851-08-16T12:00:00Z,56.7289470032125,42.6946334576377,1.51605809674595e-06,300.153242384773,296.451512077622,305.230034098454
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/mpi_esm1_2_lr/historical,mpi_esm1_2_lr,historical,1851-09-16T00:00:00Z,52.5426866294004,64.255135522541,1.63489625752959e-05,302.697161742248,298.931213148055,307.961325362076
