dir,source_id,experiment_id,time,hfls,hfss,pr,tas,tasmin,tasmax
/Users/scottericr/Documents/heliconia-cmip/data_raw/ciesm/historical,ciesm,historical,1850-01-16T16:56:02Z,129.40345417380806,19.213425279242454,1.192889033175558e-7,297.62068548003504,292.5264148553717,305.62564700735567
/Users/scottericr/Documents/heliconia-cmip/data_raw/ciesm/historical,ciesm,historical,1850-02-15T04:56:02Z,112.93135215278119,13.475761371751192,1.4781526562812396e-7,297.50143961310357,293.12381956264926,305.3455766912476
/Users/scottericr/Documents/heliconia-cmip/data_raw/ciesm/historical,ciesm,historical,1850-03-16T16:56:02Z,119.32870107556009,18.04402237967438,1.338563150043027e-7,297.8348863767101,292.65926892635383,305.8509068082205
/Users/scottericr/Documents/heliconia-cmip/data_raw/ciesm/historical,ciesm,historical,1850-04-16T04:56:02Z,117.26236409103082,16.405082210623465,1.9880891966349207e-7,298.36409911341855,293.3124115714791,306.389495971715
/Users/scottericr/Documents/heliconia-cmip/data_raw/ciesm/historical,ciesm,historical,1850-05-16T16:56:02Z,122.79315044819249,17.55082075955496,1.0624830926108029e-7,298.5714261698054,293.5154161303258,306.1421906725953
/Users/scottericr/Documents/heliconia-cmip/data_raw/ciesm/historical,ciesm,historical,1850-06-16T04:56:02Z,125.00570041814085,17.335485684617293,4.3097840500417306e-8,298.4783029372087,293.1039538243045,305.6909937915206
/Users/scottericr/Documents/heliconia-cmip/data_raw/ciesm/historical,ciesm,historical,1850-07-16T16:56:02Z,132.38061562006047,19.102650222793866,9.615425239121901e-9,298.4442745008241,291.62377699718246,307.02169906230426
/Users/scottericr/Documents/heliconia-cmip/data_raw/ciesm/historical,ciesm,historical,1850-08-16T16:56:02Z,113.35603332558507,47.48108447440935,6.314365154029891e-9,299.73816851859345,292.0309242523134,313.4450730191992
/Users/scottericr/Documents/heliconia-cmip/data_raw/ciesm/historical,ciesm,historical,1850-09-16T04:56:02Z,105.74659038402643,64.44972739163443,2.1883221905879948e-8,300.6535084361218,292.2064027380273,315.4811739582861
/Users/scottericr/Documents/heliconia-cmip/data_raw/ciesm/historical,ciesm,historical,1850-10-16T16:56:02Z,140.81396058095802,26.473497203000395,5.917263540632503e-8,299.31677362384664,293.1819208558014,309.6081380892606
/Users/scottericr/Documents/heliconia-cmip/data_raw/ciesm/historical,ciesm,historical,1850-11-16T04:56:02Z,127.0274259810995,19.06641435257106,1.0999025419087247e-7,298.553175384298,293.10745641817647,307.04331211266515
/Users/scottericr/Documents/heliconia-cmip/data_raw/ciesm/historical,ciesm,historical,1850-12-16T16:56:02Z,128.8077429526015,19.20805260063343,1.0501922202590668e-7,297.995683526157,293.07285696877574,305.67357594782635
/Users/scottericr/Documents/heliconia-cmip/data_raw/ciesm/historical,ciesm,historical,1851-01-16T16:56:02Z,114.70684866678869,15.522408407800068,1.9798532920652623e-7,297.78145457909557,293.4870133163885,305.7269858093447
/Users/scottericr/Documents/heliconia-cmip/data_raw/ciesm/historical,ciesm,historical,1851-02-15T04:56:02Z,128.9681871811124,17.53511157142326,1.1327922776567934e-7,297.8592385361721,292.41187031640374,305.6460235946827
/Users/scottericr/Documents/heliconia-cmip/data_raw/ciesm/historical,ciesm,historical,1851-03-16T16:56:02Z,131.67086526659864,18.03866779872338,8.809605832000358e-8,298.5068108475067,293.15474512106044,306.5825542237835
/Users/scottericr/Documents/heliconia-cmip/data_raw/ciesm/historical,ciesm,historical,1851-04-16T04:56:02Z,112.74768626910749,14.200600561761616,1.8690029055507975e-7,298.1138388297167,293.58630859578574,306.2414270189753
/Users/scottericr/Documents/heliconia-cmip/data_raw/ciesm/historical,ciesm,historical,1851-05-16T16:56:02Z,116.34454748027612,16.82012817330721,1.5719229175487822e-7,298.1950547312929,293.5305630178531,305.7145702788708
/Users/scottericr/Documents/heliconia-cmip/data_raw/ciesm/historical,ciesm,historical,1851-06-16T04:56:02Z,129.79266374234174,16.963921066464884,2.8872423451438436e-8,298.07280247402866,291.39417356326237,305.5140649024581
/Users/scottericr/Documents/heliconia-cmip/data_raw/ciesm/historical,ciesm,historical,1851-07-16T16:56:02Z,129.09601048039102,24.131709788734096,7.419156905770935e-9,298.2970590179198,290.48981958675984,311.18191121822366
/Users/scottericr/Documents/heliconia-cmip/data_raw/ciesm/historical,ciesm,historical,1851-08-16T16:56:02Z,116.39717922567579,43.40208090277481,1.5663496276376235e-8,299.77333624717085,290.9884331985409,312.3505589900995
/Users/scottericr/Documents/heliconia-cmip/data_raw/ciesm/historical,ciesm,historical,1851-09-16T04:56:02Z,131.18776561308405,34.98630438320087,4.1748458576209486e-8,299.9946845123695,293.31845637529,314.0588487256507
/Users/scottericr/Documents/heliconia-cmip/data_raw/ciesm/historical,ciesm,historical,1851-10-16T16:56:02Z,137.37503982894262,33.120706671951154,4.254146100320211e-8,299.3795710912373,292.17209976730015,310.6513569887219
/Users/scottericr/Documents/heliconia-cmip/data_raw/ciesm/historical,ciesm,historical,1851-11-16T04:56:02Z,130.34236235309368,20.773027133557264,1.3067764147244085e-7,298.0464376395698,292.6638780655524,306.1848461602034
/Users/scottericr/Documents/heliconia-cmip/data_raw/ciesm/historical,ciesm,historical,1851-12-16T16:56:02Z,114.30000313537249,18.059029825882313,1.4290224395639623e-7,297.24505550129413,292.29123635272305,305.63347649254086
/Users/scottericr/Documents/heliconia-cmip/data_raw/ciesm/historical,ciesm,historical,1852-01-16T16:56:02Z,111.91057345485012,16.63880675139527,1.6541481832571744e-7,297.03781565618567,292.4581481550265,305.1095689248793
/Users/scottericr/Documents/heliconia-cmip/data_raw/ciesm/historical,ciesm,historical,1852-02-15T04:56:02Z,111.30145712307817,14.559059717560737,1.3971849728630265e-7,297.2965266626788,292.68155982344194,305.3320564736125
/Users/scottericr/Documents/heliconia-cmip/data_raw/ciesm/historical,ciesm,historical,1852-03-16T16:56:02Z,124.38505349659648,17.590124241501048,1.3001122351229426e-7,297.50616389241145,292.56769039345573,305.55522112087124
/Users/scottericr/Documents/heliconia-cmip/data_raw/ciesm/historical,ciesm,historical,1852-04-16T04:56:02Z,113.55079298729896,16.184144953003837,2.358343854603015e-7,297.55795874373723,292.5625489857206,305.6485388390255
/Users/scottericr/Documents/heliconia-cmip/data_raw/ciesm/historical,ciesm,historical,1852-05-16T16:56:02Z,113.32208626676068,17.98227393988023,1.3205202871796542e-7,297.49021185569774,292.19965958736105,305.43216915554393
/Users/scottericr/Documents/heliconia-cmip/data_raw/ciesm/historical,ciesm,historical,1852-06-16T04:56:02Z,110.27316434429274,15.82310614285294,8.871708554844345e-8,296.8413580397669,290.4254343250535,304.7272756248721
/Users/scottericr/Documents/heliconia-cmip/data_raw/ciesm/historical,ciesm,historical,1852-07-16T16:56:02Z,135.21008038237235,17.657936310477268,8.080435023153014e-9,297.24672858093027,290.80521416910693,306.08405017059613
/Users/scottericr/Documents/heliconia-cmip/data_raw/ciesm/historical,ciesm,historical,1852-08-16T16:56:02Z,124.50489749484159,42.10782722364796,5.932207999754369e-9,298.99761263015967,290.9522849312938,312.12370549736823
/Users/scottericr/Documents/heliconia-cmip/data_raw/ciesm/historical,ciesm,historical,1852-09-16T04:56:02Z,113.47877288947191,60.315152075865065,2.340674990232848e-8,299.95229099833836,291.9785397549867,312.87390544593654
/Users/scottericr/Documents/heliconia-cmip/data_raw/ciesm/historical,ciesm,historical,1852-10-16T16:56:02Z,134.7446938762901,20.43558073423007,7.361916347586757e-8,298.57341049106503,292.91365860492306,306.7601026732715
/Users/scottericr/Documents/heliconia-cmip/data_raw/ciesm/historical,ciesm,historical,1852-11-16T04:56:02Z,132.7936667970042,21.89029463320228,9.385956609658761e-8,298.2949695341885,292.679521540052,307.59436441058864
/Users/scottericr/Documents/heliconia-cmip/data_raw/ciesm/historical,ciesm,historical,1852-12-16T16:56:02Z,108.61377762066384,13.711627077659339,1.981027027236645e-7,297.07768027465403,292.67238257666384,304.902057474427
/Users/scottericr/Documents/heliconia-cmip/data_raw/ciesm/historical,ciesm,historical,1853-01-16T16:56:02Z,109.7805623841994,15.10174790489083,1.4151972415900914e-7,296.8316977110954,292.3017622213888,304.82959293136577
/Users/scottericr/Documents/heliconia-cmip/data_raw/ciesm/historical,ciesm,historical,1853-02-15T04:56:02Z,125.87231167262048,17.641497109864055,1.2880461813228575e-7,297.48671382525634,291.9410631466939,305.4624133035359
/Users/scottericr/Documents/heliconia-cmip/data_raw/ciesm/historical,ciesm,historical,1853-03-16T16:56:02Z,118.41960526846387,17.17660423333463,1.3149628850108499e-7,297.3935080100743,291.94349315524494,305.8154432347435
/Users/scottericr/Documents/heliconia-cmip/data_raw/ciesm/historical,ciesm,historical,1853-04-16T04:56:02Z,112.69505440370752,14.596869374774975,1.67504338486608e-7,297.720764374445,291.8768084442274,305.70386776778656
