source_id,experiment_id,time,hfls,hfss,pr,tas
fgoals_f3_l,historical,1850-01-14T16:56:02Z,30.4992709748498,65.6561882353244,4.39694162897916e-05,299.264083569511
fgoals_f3_l,historical,1850-02-13T04:56:02Z,30.2188648701283,64.6523727424356,2.37469892012721e-05,298.881116561605
fgoals_f3_l,historical,1850-03-14T16:56:02Z,30.947564152308,64.6697339043957,3.83558263507742e-05,298.6393055486
fgoals_f3_l,historical,1850-04-14T04:56:02Z,30.4565529403595,68.1237639825716,5.69050957861153e-05,298.412750545821
fgoals_f3_l,historical,1850-05-14T16:56:02Z,27.112677410622,57.5846059208543,5.12381627647796e-05,298.579890021814
fgoals_f3_l,historical,1850-06-14T04:56:02Z,32.7589610108218,70.0537425033551,2.57189944172263e-07,300.304778957731
fgoals_f3_l,historical,1850-07-14T16:56:02Z,39.116485573578,79.1216220311698,1.5842084811117e-07,300.920925208837
fgoals_f3_l,historical,1850-08-14T16:56:02Z,42.6407513891289,87.4039466519057,2.71182458714535e-08,301.175913444013
fgoals_f3_l,historical,1850-09-14T04:56:02Z,44.4737843103263,102.946652062593,3.28600526483065e-07,302.046507215845
fgoals_f3_l,historical,1850-10-14T16:56:02Z,40.0271533496009,100.697835875169,3.57977132607658e-08,302.335930400767
fgoals_f3_l,historical,1850-11-14T04:56:02Z,29.3283453387266,70.4647448759309,1.66915512373221e-05,300.491961918786
fgoals_f3_l,historical,1850-12-14T16:56:02Z,27.3991193492808,53.7164233143671,3.60517081479527e-05,298.666153840535
fgoals_f3_l,historical,1851-01-14T16:56:02Z,30.365113665127,66.5475202196633,4.10855695845198e-05,298.946085689014
fgoals_f3_l,historical,1851-02-13T04:56:02Z,31.3604177164386,66.5776121958624,5.01226674522686e-05,298.91418769808
fgoals_f3_l,historical,1851-03-14T16:56:02Z,30.012680494634,63.1496235402118,2.72818101382908e-05,299.371602352722
fgoals_f3_l,historical,1851-04-14T04:56:02Z,29.7396214690942,68.0326095401401,3.5348327170777e-05,299.294153736756
fgoals_f3_l,historical,1851-05-14T16:56:02Z,28.98084517767,59.2537278080382,5.53422865518662e-05,298.481105648215
fgoals_f3_l,historical,1851-06-14T04:56:02Z,29.4593832405017,63.8141654838121,1.70126673077012e-05,299.815104439181
fgoals_f3_l,historical,1851-07-14T16:56:02Z,35.7123846926877,75.5572118813282,1.95576303183503e-06,300.44289309906
fgoals_f3_l,historical,1851-08-14T16:56:02Z,40.2177016039014,85.3054511571882,4.06033819506342e-08,301.970856140024
fgoals_f3_l,historical,1851-09-14T04:56:02Z,41.4170635937027,99.2417612174946,9.34989467970866e-07,302.166178118874
fgoals_f3_l,historical,1851-10-14T16:56:02Z,41.1332696214511,97.9436731035126,9.6570918618479e-07,302.180299686156
fgoals_f3_l,historical,1851-11-14T04:56:02Z,37.5214662992122,95.5956383472484,1.26319416550729e-06,302.718575906443
fgoals_f3_l,historical,1851-12-14T16:56:02Z,32.5452206079149,73.5325012550026,1.4519934066602e-05,300.740041079655
fgoals_f3_l,historical,1852-01-14T16:56:02Z,38.4129944443774,85.4048873580536,1.09787508125562e-06,301.884057107544
fgoals_f3_l,historical,1852-02-13T04:56:02Z,35.5820839744767,75.6967012357864,1.7932619470949e-05,301.498143496291
fgoals_f3_l,historical,1852-03-14T16:56:02Z,38.646235903365,85.1066791979899,6.37573416832575e-06,301.761318780863
fgoals_f3_l,historical,1852-04-14T04:56:02Z,33.3816172108154,71.1632013062755,4.10989536485832e-05,300.643574309899
fgoals_f3_l,historical,1852-05-14T16:56:02Z,36.2905772374246,81.145468261675,1.33837171711346e-05,301.356066470634
fgoals_f3_l,historical,1852-06-14T04:56:02Z,31.3189927279687,64.0728234990958,1.26393846869672e-05,300.186864383164
fgoals_f3_l,historical,1852-07-14T16:56:02Z,36.4037314380083,75.4464173684754,4.74131985837985e-06,300.660084662479
fgoals_f3_l,historical,1852-08-14T16:56:02Z,39.7828392144949,85.0718111271714,1.35262195547775e-07,301.791403186366
fgoals_f3_l,historical,1852-09-14T04:56:02Z,38.3069825551075,98.9321905057708,3.68066891392412e-09,303.001938759198
fgoals_f3_l,historical,1852-10-14T16:56:02Z,31.5401072181337,88.0236751257922,1.77429256241733e-05,301.382958434535
fgoals_f3_l,historical,1852-11-14T04:56:02Z,32.5963435097428,70.990867084092,4.25339561133242e-05,300.131152579733
fgoals_f3_l,historical,1852-12-14T16:56:02Z,27.5798357795055,62.0353096446977,3.54239814522836e-05,298.492937882519
fgoals_f3_l,historical,1853-01-14T16:56:02Z,28.6203773223652,52.9965651603676,9.1125383852637e-05,297.732800491259
fgoals_f3_l,historical,1853-02-13T04:56:02Z,31.3023326968953,59.3474134909215,8.29154407544312e-05,298.574940858668
fgoals_f3_l,historical,1853-03-14T16:56:02Z,31.218818074246,70.9916331724628,2.50654531737808e-05,299.668294927688
fgoals_f3_l,historical,1853-04-14T04:56:02Z,28.8420876608145,66.2952564846045,1.87656307073577e-05,298.927332050017
fgoals_f3_l,historical,1853-05-14T16:56:02Z,27.4722787700502,67.5846983277916,1.45544214431749e-05,298.930177315981
fgoals_f3_l,historical,1853-06-14T04:56:02Z,32.6445035291047,72.7832532224554,2.3538200172523e-06,299.457264512125
fgoals_f3_l,historical,1853-07-14T16:56:02Z,37.1003009233299,79.4494360018683,2.17654358980545e-07,300.26993751704
fgoals_f3_l,historical,1853-08-14T16:56:02Z,35.9215119817856,80.8565682001363,4.65924471537633e-06,300.781498844454
fgoals_f3_l,historical,1853-09-14T04:56:02Z,41.8119661731968,92.985420976282,1.42195440040383e-06,301.609756498332
fgoals_f3_l,historical,1853-10-14T16:56:02Z,35.9265961952965,90.7028420225473,9.88641550864565e-06,301.086910379985
fgoals_f3_l,historical,1853-11-14T04:56:02Z,29.1225004498511,69.7543973050869,2.1788136660619e-05,299.902009582177
fgoals_f3_l,historical,1853-12-14T16:56:02Z,29.435135153928,63.647212352834,3.90200923023553e-05,299.141751306844
fgoals_f3_l,historical,1854-01-14T16:56:02Z,30.9167521947137,71.1303145289842,1.74710788687382e-05,299.561169848906
fgoals_f3_l,historical,1854-02-13T04:56:02Z,35.0958552566797,75.9433848535466,2.69047567637587e-05,299.733694178704
fgoals_f3_l,historical,1854-03-14T16:56:02Z,33.5884007431667,76.7281318388395,1.67155190580873e-05,300.499765400143
fgoals_f3_l,historical,1854-04-14T04:56:02Z,31.4256794646011,70.1822328191062,2.84020531108581e-05,300.214432361222
fgoals_f3_l,historical,1854-05-14T16:56:02Z,29.7608597078368,62.625081612524,6.733484709567e-05,299.329501804911
fgoals_f3_l,historical,1854-06-14T04:56:02Z,32.0534127950167,74.486778597921,1.69709509829851e-06,300.470531207378
fgoals_f3_l,historical,1854-07-14T16:56:02Z,30.793979078276,66.2301946489029,1.78448060508975e-06,300.187896160153
fgoals_f3_l,historical,1854-08-14T16:56:02Z,43.2060342509814,87.6306556585632,1.57571947100303e-08,301.366010967247
fgoals_f3_l,historical,1854-09-14T04:56:02Z,42.3151935800489,93.8161864309042,2.71853069256743e-08,302.172596723879
fgoals_f3_l,historical,1854-10-14T16:56:02Z,40.462665635882,101.154450335398,8.04092492433398e-07,302.364946176093
fgoals_f3_l,historical,1854-11-14T04:56:02Z,35.1721859972195,73.4280777003679,4.2960263621909e-05,300.795111504453
fgoals_f3_l,historical,1854-12-14T16:56:02Z,32.8672427835081,79.8021529456634,2.77044513770191e-05,300.367239460699
fgoals_f3_l,historical,1855-01-14T16:56:02Z,30.9048588619863,64.1307852961384,2.41739714749858e-05,299.461386841428
fgoals_f3_l,historical,1855-02-13T04:56:02Z,31.0003443183435,67.3324109952994,1.05105628108058e-05,299.911203396935
fgoals_f3_l,historical,1855-03-14T16:56:02Z,31.1339750148046,67.1993758634487,5.00858612265628e-05,299.915210169086
fgoals_f3_l,historical,1855-04-14T04:56:02Z,30.2954260913467,65.8216795285731,2.29134749044128e-05,299.915036531687
fgoals_f3_l,historical,1855-05-14T16:56:02Z,32.0811514684418,70.394015846094,3.21410717310998e-05,299.68621982006
fgoals_f3_l,historical,1855-06-14T04:56:02Z,32.9687893484983,70.2170553196038,7.52477223168185e-06,299.770469693702
fgoals_f3_l,historical,1855-07-14T16:56:02Z,35.5309867257686,74.7117736332446,3.04212364326734e-07,300.077140629431
fgoals_f3_l,historical,1855-08-14T16:56:02Z,38.5696765768988,84.5718477429878,1.58286698820202e-07,301.061450056964
fgoals_f3_l,historical,1855-09-14T04:56:02Z,41.46629293917,96.7204276500946,2.27209751355306e-08,302.079437737669
fgoals_f3_l,historical,1855-10-14T16:56:02Z,30.200494061377,69.1590697177176,1.64352793972796e-05,299.946296641182
fgoals_f3_l,historical,1855-11-14T04:56:02Z,32.6842668847941,73.9488629670946,4.3050628212467e-06,301.335712525891
fgoals_f3_l,historical,1855-12-14T16:56:02Z,29.7181219861726,65.1480863556336,1.82623547792032e-05,299.810084144519
fgoals_f3_l,historical,1856-01-14T16:56:02Z,29.430989615734,62.6586776749931,2.54489238575884e-05,298.594626152852
fgoals_f3_l,historical,1856-02-13T04:56:02Z,30.2112079618627,61.222511918209,4.43650556538073e-05,298.197386532478
fgoals_f3_l,historical,1856-03-14T16:56:02Z,31.2524906980521,68.9165479651795,3.32337013175846e-05,299.458417622657
fgoals_f3_l,historical,1856-04-14T04:56:02Z,31.1668964809042,63.0156650477411,6.10308658574494e-05,298.720743859424
fgoals_f3_l,historical,1856-05-14T16:56:02Z,29.6973380666754,71.8570486066271,6.8923793565299e-06,299.924025093435
fgoals_f3_l,historical,1856-06-14T04:56:02Z,27.6012465824288,64.1045663065248,2.5806280508637e-06,299.743415783048
fgoals_f3_l,historical,1856-07-14T16:56:02Z,30.7732110310601,62.9059149972962,2.19559326252915e-05,299.607649223111
fgoals_f3_l,historical,1856-08-14T16:56:02Z,36.4322982766686,80.3214451506063,9.53141700389382e-08,301.243736460921
fgoals_f3_l,historical,1856-09-14T04:56:02Z,42.4267895905447,95.2007381084286,2.38697345358393e-06,302.070126059428
fgoals_f3_l,historical,1856-10-14T16:56:02Z,46.7100499374324,109.974472112461,1.98603517266571e-08,302.885231883754
fgoals_f3_l,historical,1856-11-14T04:56:02Z,27.6255690104585,64.4493875091019,3.78984255405045e-05,299.646812551136
fgoals_f3_l,historical,1856-12-14T16:56:02Z,32.7179746893097,79.8248498804175,3.12307396194957e-06,300.903854173146
fgoals_f3_l,historical,1857-01-14T16:56:02Z,29.6763604388725,64.3103825293181,4.24019760841756e-05,299.30957455913
fgoals_f3_l,historical,1857-02-13T04:56:02Z,31.2479207954361,61.7071069022957,9.86860375040469e-05,299.855319014448
fgoals_f3_l,historical,1857-03-14T16:56:02Z,36.4910962340654,80.5066164689313,2.35983793804911e-05,301.761266408105
fgoals_f3_l,historical,1857-04-14T04:56:02Z,35.3615123644952,76.6624243368804,1.81926553401091e-05,301.581448224958
fgoals_f3_l,historical,1857-05-14T16:56:02Z,32.5819154215069,73.0656933194946,9.83761123509445e-06,300.938130323219
fgoals_f3_l,historical,1857-06-14T04:56:02Z,31.4632462956583,65.8283351014253,4.24474331423579e-06,300.659587212734
fgoals_f3_l,historical,1857-07-14T16:56:02Z,32.3842192062919,71.7104285767639,7.93431632824042e-07,300.565471942002
fgoals_f3_l,historical,1857-08-14T16:56:02Z,34.5691376605079,77.2283956246515,1.91114948200778e-06,301.233891351293
fgoals_f3_l,historical,1857-09-14T04:56:02Z,41.5890562883461,98.0046136069436,1.19143591702029e-06,302.546255249074
fgoals_f3_l,historical,1857-10-14T16:56:02Z,38.3562144246671,93.5892433455124,2.27643203268383e-08,302.67439854384
fgoals_f3_l,historical,1857-11-14T04:56:02Z,32.0703949373225,68.1174064777413,2.08271988674086e-05,299.950080787647
fgoals_f3_l,historical,1857-12-14T16:56:02Z,33.2574770339161,75.6174866869848,1.10357650805528e-05,300.394376325676
fgoals_f3_l,historical,1858-01-14T16:56:02Z,30.9524185782756,71.2649945866389,5.70174837837577e-06,300.034184211599
fgoals_f3_l,historical,1858-02-13T04:56:02Z,31.3376997696097,65.7343178076458,3.15584651795506e-05,299.019658009152
fgoals_f3_l,historical,1858-03-14T16:56:02Z,28.6120946640699,60.4156958771539,6.18794375755105e-05,298.754529261522
fgoals_f3_l,historical,1858-04-14T04:56:02Z,30.8436192837897,71.3308922389868,2.19859413320477e-05,299.582475227549
fgoals_f3_l,historical,1858-05-14T16:56:02Z,29.0159423343578,64.885209854055,2.45651305577133e-05,298.975101308235
fgoals_f3_l,historical,1858-06-14T04:56:02Z,30.6860705441178,68.1395360554979,5.87466859805453e-06,299.380705625098
fgoals_f3_l,historical,1858-07-14T16:56:02Z,34.2367025269268,74.4283809749425,3.24140324409419e-07,299.681891672686
fgoals_f3_l,historical,1858-08-14T16:56:02Z,34.8358438572126,80.7229140737654,9.30162466285262e-07,300.669368342645
fgoals_f3_l,historical,1858-09-14T04:56:02Z,42.7867046271493,95.6892345250409,1.03170142576665e-06,302.073325296501
fgoals_f3_l,historical,1858-10-14T16:56:02Z,34.650390421202,77.1950677716692,1.4346479223493e-05,300.886326261738
