dir,source_id,experiment_id,time,hfls,hfss,pr,tas
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1850-01-16T16:56:02Z,87.1911851093197,49.8862482531773,3.41034868956526e-05,298.918428359457
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1850-02-15T04:56:02Z,77.4913518916541,53.4664809959978,2.74057989806108e-05,300.204049991476
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1850-03-16T16:56:02Z,91.7277689060842,35.8405863944505,4.85054797357764e-05,298.909313530367
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1850-04-16T04:56:02Z,86.440363903643,32.7997601063069,4.15618266364807e-05,299.124210790965
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1850-05-16T16:56:02Z,77.6972682923111,22.1054837582549,5.9635906662826e-05,297.829463096113
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1850-06-16T04:56:02Z,92.2484999438015,31.5476005271424,1.33886115861198e-05,297.603845363504
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1850-07-16T16:56:02Z,57.8364093902562,67.0745444900012,2.98453936489282e-06,299.137747282556
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1850-08-16T16:56:02Z,43.0243549138459,89.0290029541811,1.76581283080083e-06,301.129640557079
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1850-09-16T04:56:02Z,52.9140585931212,76.4829931445684,1.34787575387731e-05,301.845324156173
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1850-10-16T16:56:02Z,77.8170424171468,47.3583562062481,4.9000216633642e-05,299.253820102752
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1850-11-16T04:56:02Z,79.008827706327,23.1697061265049,7.31026779642358e-05,298.609661976843
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1850-12-16T16:56:02Z,92.0514602811135,31.7186354521561,1.72509411439909e-05,298.736657082963
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1851-01-16T16:56:02Z,82.9144350967652,58.9337457877741,1.60692310358735e-05,300.654293426883
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1851-02-15T04:56:02Z,54.3448595177793,98.4373137790053,4.19800595678122e-06,302.038140516929
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1851-03-16T16:56:02Z,64.9187177523041,63.6422287953357,2.78774262521044e-05,300.910754435758
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1851-04-16T04:56:02Z,78.1972343048923,30.819425579651,6.70140801800254e-05,299.073416818084
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1851-05-16T16:56:02Z,67.5198768616987,19.0810054496139,4.8817678055851e-05,297.367966140112
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1851-06-16T04:56:02Z,77.3604653501902,27.8531190388909,1.56301064664947e-05,296.933434250156
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1851-07-16T16:56:02Z,70.1540442506693,42.4259310938925,1.98952101212777e-05,297.455740653697
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1851-08-16T16:56:02Z,72.0247781817282,61.7870189399456,9.5852378566942e-06,299.287394463573
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1851-09-16T04:56:02Z,79.6857165597941,49.8982518306658,3.95355410551108e-05,299.161771903733
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1851-10-16T16:56:02Z,92.1346168088309,40.3760323970092,4.16500406649419e-05,299.094796986764
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1851-11-16T04:56:02Z,75.0879442978657,23.7184015147783,4.93843374607403e-05,298.235790983289
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1851-12-16T16:56:02Z,87.155902915907,26.9508706479316,2.80975359564237e-05,298.212653965326
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1852-01-16T16:56:02Z,80.2162832541076,54.3965247263035,1.21952437620749e-05,299.374638652033
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1852-02-15T04:56:02Z,56.9642765408092,75.4232403476297,8.16480398965473e-06,301.337685236869
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1852-03-16T16:56:02Z,52.4490114801021,68.327534304471,1.84664959933951e-05,300.842521849695
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1852-04-16T04:56:02Z,84.3002508934143,32.2867262639622,5.87270766683199e-05,299.630131620263
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1852-05-16T16:56:02Z,86.0313026078437,25.2387128230823,4.34275646327401e-05,298.784620478337
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1852-06-16T04:56:02Z,86.2278218927101,25.7400375363184,3.07681424742215e-05,298.134064039459
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1852-07-16T16:56:02Z,68.7472087962383,56.5524708700228,6.09727913192089e-06,299.679161236299
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1852-08-16T16:56:02Z,57.9301588515167,74.40573402253,8.84771142432032e-06,301.125581440668
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1852-09-16T04:56:02Z,49.5924402256275,81.3711080112654,1.56502038001411e-05,301.953424548875
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1852-10-16T16:56:02Z,96.2913431761179,34.2618517679142,5.95049572545802e-05,299.533028690585
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1852-11-16T04:56:02Z,89.7387378201771,23.9837656466393,8.35266546920944e-05,298.484459591602
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1852-12-16T16:56:02Z,103.811894606009,42.4032382993556,8.3941088038304e-06,300.110911300641
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1853-01-16T16:56:02Z,56.7682777523348,91.6791257208855,1.23518330497827e-06,303.138783404102
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1853-02-15T04:56:02Z,70.6816584409997,63.6051147822401,3.69060917611676e-05,302.02915103358
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1853-03-16T16:56:02Z,79.7066157929693,48.4705985821714,3.3604048522101e-05,300.850476662626
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1853-04-16T04:56:02Z,99.5275737152913,45.8622878263951,2.80260033808291e-05,300.9690328343
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1853-05-16T16:56:02Z,71.9349900172622,19.6750655129762,4.43720406653377e-05,298.497821970112
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1853-06-16T04:56:02Z,83.1859323962889,38.5258145349264,1.64914152742155e-05,298.608381067885
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1853-07-16T16:56:02Z,56.8898961295579,47.0881920175228,1.21633859196633e-05,299.280262789677
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1853-08-16T16:56:02Z,64.5101002461188,49.8745909115547,2.38175787188539e-05,299.773296731484
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1853-09-16T04:56:02Z,81.8783553632926,31.9705044688201,5.32062965421322e-05,298.660918636291
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1853-10-16T16:56:02Z,95.1500389744313,32.0153689034588,5.62681038566241e-05,298.172475945137
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1853-11-16T04:56:02Z,81.0235066456222,24.8648968866543,5.84296900106137e-05,297.729571603961
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1853-12-16T16:56:02Z,84.562274100501,21.8624391868933,4.62317109073102e-05,297.998147311024
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1854-01-16T16:56:02Z,106.233895896785,45.7646375392577,2.34853386794646e-05,299.062215105226
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1854-02-15T04:56:02Z,84.3444738577194,31.5990646482899,6.32109548139575e-05,298.328500704109
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1854-03-16T16:56:02Z,96.3927118312494,30.6135774285002,3.83933306560394e-05,298.791859417561
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1854-04-16T04:56:02Z,92.6266113067197,33.4252382939972,5.36634430070471e-05,298.651074782238
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1854-05-16T16:56:02Z,81.3680923072423,25.26298175664,6.55953171493569e-05,297.98117820048
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1854-06-16T04:56:02Z,101.576803486242,35.2253691340485,1.39045706425316e-05,297.629227002115
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1854-07-16T16:56:02Z,64.7284187022032,57.1306839394086,7.55384406740626e-06,298.880721489605
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1854-08-16T16:56:02Z,51.329700522495,95.9704736229459,5.31333897320822e-07,301.255524283684
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1854-09-16T04:56:02Z,58.417786247901,62.3194046550143,2.41856485769097e-05,300.597919615519
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1854-10-16T16:56:02Z,83.2354044424103,34.7159060481839,5.44838703025666e-05,298.76211330461
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1854-11-16T04:56:02Z,84.3035080267271,27.7846056329037,7.26673210754867e-05,298.427076677992
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1854-12-16T16:56:02Z,109.475939174764,31.6200494613467,3.27645456311384e-05,298.849341211971
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1855-01-16T16:56:02Z,104.434805718969,51.7693079580424,2.03002956936186e-05,299.790660990751
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1855-02-15T04:56:02Z,61.0514511793427,94.4392844267118,2.47621573758672e-06,302.06494717129
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/cams_csm1_0/historical,cams_csm1_0,historical,1855-03-16T16:56:02Z,68.3936327121365,48.6839193408598,2.99214078657646e-05,300.70432743382
