dir,source_id,experiment_id,time,hfls,hfss,pr,tas,tasmin,tasmax
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/nesm3/historical,nesm3,historical,1850-01-16T12:00:00Z,162.935320671135,19.3120385072763,3.27311526087881e-06,298.204492206886,297.368769665424,299.043468074722
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/nesm3/historical,nesm3,historical,1850-02-15T00:00:00Z,134.286037066461,27.9686822807193,6.55384507541978e-06,298.673644558356,297.897883091814,299.469626230223
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/nesm3/historical,nesm3,historical,1850-03-16T12:00:00Z,107.457826216816,56.0518578452391,8.3843638104067e-07,301.726764487019,300.670253905643,302.771379190657
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/nesm3/historical,nesm3,historical,1850-04-16T00:00:00Z,89.5030194088509,54.456554840874,4.23606853247812e-05,301.473577304644,300.677416194827,302.300510671878
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/nesm3/historical,nesm3,historical,1850-05-16T12:00:00Z,127.413549847209,10.2832042683355,0.000127519007174245,297.228422844836,296.694409265212,297.803505370917
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/nesm3/historical,nesm3,historical,1850-06-16T00:00:00Z,119.180108001534,13.6191245299573,7.12474609687829e-05,296.966004338417,296.403180314306,297.550536453594
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/nesm3/historical,nesm3,historical,1850-07-16T12:00:00Z,123.649620831539,22.3453302170119,9.53019519613594e-06,297.60246998222,296.783150986712,298.428559038097
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/nesm3/historical,nesm3,historical,1850-08-16T12:00:00Z,103.064770295103,42.5910831024884,1.54791036370322e-06,300.093573055927,299.087903637552,301.107415471522
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/nesm3/historical,nesm3,historical,1850-09-16T00:00:00Z,82.0063190405456,59.8228212612587,1.03413254015802e-05,302.881111617312,301.851573755696,303.95484509631
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/nesm3/historical,nesm3,historical,1850-10-16T12:00:00Z,127.283101123458,41.8531299653844,7.17202646231636e-05,301.384330778694,300.492826922749,302.365537289157
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/nesm3/historical,nesm3,historical,1850-11-16T00:00:00Z,155.435537694791,16.9846661367574,0.000131992443187382,298.432287300569,297.737672098239,299.220240078675
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/nesm3/historical,nesm3,historical,1850-12-16T12:00:00Z,152.135927248723,11.0626395352058,8.43727805042305e-05,298.153018391367,297.569104981345,298.76354591212
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/nesm3/historical,nesm3,historical,1851-01-16T12:00:00Z,146.11500750733,25.2665982909196,1.04034665312624e-05,299.060856448809,298.330471271056,299.790880619987
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/nesm3/historical,nesm3,historical,1851-02-15T00:00:00Z,121.277048149294,53.3320406659603,8.8297578708433e-07,301.997300177796,301.14737200711,302.834355736649
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/nesm3/historical,nesm3,historical,1851-03-16T12:00:00Z,84.6198782849972,73.9932920493317,1.56340046061435e-05,303.068898064133,302.133385392987,304.038422295223
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/nesm3/historical,nesm3,historical,1851-04-16T00:00:00Z,90.4232223385494,80.4667945444871,3.57122804483666e-05,303.201893600371,302.305842386697,304.117286943975
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/nesm3/historical,nesm3,historical,1851-05-16T12:00:00Z,154.164986855153,12.3850203999113,0.000176950756002846,298.577891277094,297.991207173506,299.251812497384
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/nesm3/historical,nesm3,historical,1851-06-16T00:00:00Z,128.01433257697,10.0333582526912,0.000101526805743085,297.29294469867,296.761487856278,297.854840571625
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/nesm3/historical,nesm3,historical,1851-07-16T12:00:00Z,130.456857839483,13.9292642451449,1.15261820405118e-05,297.774685164212,297.043157033128,298.505563739758
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/nesm3/historical,nesm3,historical,1851-08-16T12:00:00Z,136.502466710092,22.0730770828876,2.23695520515131e-05,299.122890605069,298.20734877807,300.089888056441
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/nesm3/historical,nesm3,historical,1851-09-16T00:00:00Z,120.898586401452,34.8360705932711,3.09016174137659e-05,300.837076505933,299.908908720367,301.855834018855
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/nesm3/historical,nesm3,historical,1851-10-16T12:00:00Z,148.537089637252,21.3717350273081,8.4614186996687e-05,298.619420474722,297.732067393716,299.674547171466
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/nesm3/historical,nesm3,historical,1851-11-16T00:00:00Z,143.529707052701,13.5611575693908,0.000150929580613596,297.883383495103,297.225779801823,298.636910530069
/Users/scottericr/Documents/heliconia-cmip/data_raw/CMIP6/nesm3/historical,nesm3,historical,1851-12-16T12:00:00Z,135.835637102994,10.875726229497,7.68570804923887e-05,297.532665056668,296.930053496105,298.159742508598
