dir,source_id,experiment_id,time,hfls,hfss,pr,tas,tasmin,tasmax
/Users/scottericr/Documents/heliconia-cmip/data_raw2/access_esm1_5/historical,access_esm1_5,historical,1850-01-16T12:00:00Z,126.38522640481578,34.732022708696576,4.312747494325e-5,302.09951971276297,298.26343608120635,307.6136464636432
/Users/scottericr/Documents/heliconia-cmip/data_raw2/access_esm1_5/historical,access_esm1_5,historical,1850-02-15T00:00:00Z,124.12545332340723,32.155580177246605,8.621162242976653e-5,302.2591121852995,298.8440247791669,307.47405203884915
/Users/scottericr/Documents/heliconia-cmip/data_raw2/access_esm1_5/historical,access_esm1_5,historical,1850-03-16T12:00:00Z,150.7825231960391,22.963714047301778,1.1164466405398356e-4,301.03834583730276,298.7647433058265,304.71057957255084
/Users/scottericr/Documents/heliconia-cmip/data_raw2/access_esm1_5/historical,access_esm1_5,historical,1850-04-16T00:00:00Z,131.6539269385522,21.21605576637741,1.6825081466069136e-4,300.8679958933899,298.68745288067964,304.3805382909302
/Users/scottericr/Documents/heliconia-cmip/data_raw2/access_esm1_5/historical,access_esm1_5,historical,1850-05-16T12:00:00Z,132.15690096059782,21.480886274975703,1.3930699474473814e-4,300.4728027280546,298.1320466887881,304.1591883832845
/Users/scottericr/Documents/heliconia-cmip/data_raw2/access_esm1_5/historical,access_esm1_5,historical,1850-06-16T00:00:00Z,134.70913676531055,19.493718391793326,6.600138061857958e-5,299.7310189171526,296.9981623302284,304.00834591990343
/Users/scottericr/Documents/heliconia-cmip/data_raw2/access_esm1_5/historical,access_esm1_5,historical,1850-07-16T12:00:00Z,138.10451857794564,22.697172044029724,5.189324858820871e-5,299.9591456473245,296.925631992496,304.5175354709149
/Users/scottericr/Documents/heliconia-cmip/data_raw2/access_esm1_5/historical,access_esm1_5,historical,1850-08-16T12:00:00Z,150.3955257407952,28.86229375609396,4.230762739220061e-5,301.50296691958914,297.7622215681972,307.2086231073886
/Users/scottericr/Documents/heliconia-cmip/data_raw2/access_esm1_5/historical,access_esm1_5,historical,1850-09-16T00:00:00Z,137.14004318465032,45.35644883522832,3.018733481252842e-5,303.1844402351288,298.1630371187927,310.7557831542829
/Users/scottericr/Documents/heliconia-cmip/data_raw2/access_esm1_5/historical,access_esm1_5,historical,1850-10-16T12:00:00Z,118.180420496793,55.34699112464175,2.8703854380491878e-5,304.3011915970934,298.51837242485226,313.3661770716826
/Users/scottericr/Documents/heliconia-cmip/data_raw2/access_esm1_5/historical,access_esm1_5,historical,1850-11-16T00:00:00Z,131.0534297967985,36.40490703251021,4.209929079682799e-5,302.66357119653554,298.17771857655373,309.95871630803276
/Users/scottericr/Documents/heliconia-cmip/data_raw2/access_esm1_5/historical,access_esm1_5,historical,1850-12-16T12:00:00Z,127.54632538303186,36.33303953256688,3.8975127225657986e-5,302.0443349344279,297.85229101007155,308.43805676389655
/Users/scottericr/Documents/heliconia-cmip/data_raw2/access_esm1_5/historical,access_esm1_5,historical,1851-01-16T12:00:00Z,140.83078272449808,19.891528037052037,8.971018854052757e-5,300.17639824129077,297.60862598338576,304.2591657403273
/Users/scottericr/Documents/heliconia-cmip/data_raw2/access_esm1_5/historical,access_esm1_5,historical,1851-02-15T00:00:00Z,150.97122346050833,17.292629622803723,7.612510158047275e-5,299.54414344716776,297.4201351877524,302.6961301495207
/Users/scottericr/Documents/heliconia-cmip/data_raw2/access_esm1_5/historical,access_esm1_5,historical,1851-03-16T12:00:00Z,143.84138383309,21.52624585757707,1.2542256847135469e-4,299.82092874574494,297.57823185783616,303.03093150950167
/Users/scottericr/Documents/heliconia-cmip/data_raw2/access_esm1_5/historical,access_esm1_5,historical,1851-04-16T00:00:00Z,135.45996809311492,24.83005025417404,1.5441279429194104e-4,300.8826716422334,298.3409277693048,304.7722921913645
/Users/scottericr/Documents/heliconia-cmip/data_raw2/access_esm1_5/historical,access_esm1_5,historical,1851-05-16T12:00:00Z,130.61533705708896,22.739448995434138,1.1146843134795625e-4,300.82300507431904,298.27097938417114,304.69674199709345
/Users/scottericr/Documents/heliconia-cmip/data_raw2/access_esm1_5/historical,access_esm1_5,historical,1851-06-16T00:00:00Z,129.08417422376814,21.97372173571889,1.1058126068320902e-4,299.5307225298081,297.0179286782638,303.29190617920955
/Users/scottericr/Documents/heliconia-cmip/data_raw2/access_esm1_5/historical,access_esm1_5,historical,1851-07-16T12:00:00Z,142.93718543980373,22.46785076879488,2.640722664550156e-5,299.0263955221175,295.54490380529563,303.8944540638621
/Users/scottericr/Documents/heliconia-cmip/data_raw2/access_esm1_5/historical,access_esm1_5,historical,1851-08-16T12:00:00Z,146.48470450230306,26.246458635190848,5.55326396782544e-5,300.75503274746865,297.3745412903921,305.8510495573348
/Users/scottericr/Documents/heliconia-cmip/data_raw2/access_esm1_5/historical,access_esm1_5,historical,1851-09-16T00:00:00Z,152.40258226430686,29.52178001102716,8.256291189777097e-5,301.42662030557335,298.2071890932016,306.5533400373538
/Users/scottericr/Documents/heliconia-cmip/data_raw2/access_esm1_5/historical,access_esm1_5,historical,1851-10-16T12:00:00Z,148.82507732233344,37.23423965408053,2.493888239524955e-5,302.66167897109864,297.91250746247186,310.1233594472964
/Users/scottericr/Documents/heliconia-cmip/data_raw2/access_esm1_5/historical,access_esm1_5,historical,1851-11-16T00:00:00Z,135.62861932392363,34.05747362731883,3.842838197457491e-5,302.61304745646675,298.4785189818501,309.1505957053255
