source_id,experiment_id,time,hfls,hfss,pr,tas,tasmax,tasmin
miroc6,historical,1850-01-16T12:00:00Z,94.0407181691418,49.0097097510605,1.32828698749486e-05,301.312086726005,306.305862502587,298.083783590585
miroc6,historical,1850-02-15T00:00:00Z,85.3644991790542,63.753750187961,3.02073066949311e-05,303.102890755307,308.735117980547,299.336049619949
miroc6,historical,1850-03-16T12:00:00Z,129.562038442456,27.8134404297072,9.79546551458452e-05,300.258395991723,304.75047889481,297.851736937607
miroc6,historical,1850-04-16T00:00:00Z,130.242436930201,7.36773223626858,0.000153557183187591,298.77992105403,301.650866581942,297.378021113708
miroc6,historical,1850-05-16T12:00:00Z,128.401645001577,4.37875733041474,0.000122356077726049,298.670111687059,301.273452987563,297.347482320791
miroc6,historical,1850-06-16T00:00:00Z,124.246734435386,11.0927340787773,5.24865272434113e-05,298.607624750606,301.368469119977,297.175249350675
miroc6,historical,1850-07-16T12:00:00Z,120.031609002364,26.8675040712907,4.09112232775381e-05,298.869724681431,302.290296573071,296.862926605294
miroc6,historical,1850-08-16T12:00:00Z,104.305871134953,42.5392649786226,2.0853834715346e-05,300.681755231785,304.767821001398,298.086299985122
miroc6,historical,1850-09-16T00:00:00Z,104.153748975847,59.2070018976113,2.88658871745417e-05,301.914443385338,306.360368253432,299.078095140692
miroc6,historical,1850-10-16T12:00:00Z,110.477109462191,56.8284909638251,5.07703719162375e-05,301.578447892176,306.355422605993,298.587630929789
miroc6,historical,1850-11-16T00:00:00Z,131.044121506412,21.2267374581908,8.33933273966433e-05,299.426258611431,302.49202660225,297.806666311131
miroc6,historical,1850-12-16T12:00:00Z,125.082569430321,33.6866025836653,3.5094006427155e-05,299.387905791129,303.150213692994,297.247046997503
miroc6,historical,1851-01-16T12:00:00Z,123.646036653,27.0142343817452,5.10570039246003e-05,299.21259086251,302.88048108132,297.151424627671
miroc6,historical,1851-02-15T00:00:00Z,121.597221235171,26.6792142704768,6.03428727312132e-05,299.301624314337,303.43040641702,297.076038713714
miroc6,historical,1851-03-16T12:00:00Z,126.004769786478,12.3189588090965,9.58923657243945e-05,298.755388931069,302.41593381442,296.856375205717
miroc6,historical,1851-04-16T00:00:00Z,129.943215878122,7.99488071802919,0.000154265927844706,298.609206699865,301.702278856826,297.135514308625
miroc6,historical,1851-05-16T12:00:00Z,130.232880807675,10.865949161865,6.82223016429685e-05,298.684686581303,301.620547868402,297.211579944028
miroc6,historical,1851-06-16T00:00:00Z,126.282828696724,17.9018939821803,3.80328019656154e-05,298.381155296387,301.573304918925,296.67176629366
miroc6,historical,1851-07-16T12:00:00Z,112.767103754732,28.5392593843268,2.7911365715348e-05,299.046412983173,302.564246187039,297.043692525339
miroc6,historical,1851-08-16T12:00:00Z,103.79075856943,44.2476911672309,3.00618058957411e-05,300.619745705237,304.725619019739,298.048749219114
miroc6,historical,1851-09-16T00:00:00Z,114.887928760896,43.5435198391692,3.57586711430868e-05,300.563433238337,304.743840159632,298.099276135695
miroc6,historical,1851-10-16T12:00:00Z,107.778235933764,51.9960998524474,9.41936809956365e-05,301.207488379175,305.509699619474,298.506656918912
miroc6,historical,1851-11-16T00:00:00Z,134.415038977245,17.4543037977578,9.67101566228958e-05,299.282722593028,302.250133542784,297.757297725535
miroc6,historical,1851-12-16T12:00:00Z,133.963459280448,17.7266085479189,5.45345193980872e-05,299.048449410296,302.326034879487,297.285872914288
miroc6,historical,1852-01-16T12:00:00Z,128.302510714654,14.6041473724341,6.60587507746301e-05,298.412751563134,301.463378962498,296.783304082166
miroc6,historical,1852-02-15T12:00:00Z,127.898550437135,15.8705175549777,6.30453447837116e-05,298.931109411293,302.583157159991,296.957661200222
miroc6,historical,1852-03-16T12:00:00Z,129.715337259185,19.1586274256407,7.26657786662518e-05,299.398082618185,303.554671106578,297.176345464449
miroc6,historical,1852-04-16T00:00:00Z,125.635618811207,4.36924598679455,0.000154562207328805,298.676544899637,301.428440773351,297.278813131333
miroc6,historical,1852-05-16T12:00:00Z,120.963280167605,6.71025395750978,8.08414555003664e-05,298.476289933745,301.067166579884,297.120137382226
miroc6,historical,1852-06-16T00:00:00Z,125.154121805703,12.8508315873482,5.03575235764687e-05,298.580265239255,301.339632015163,297.090502788477
miroc6,historical,1852-07-16T12:00:00Z,121.39223110383,28.1708005591631,2.50055433087924e-05,298.911462630876,302.444921795077,296.86331754202
miroc6,historical,1852-08-16T12:00:00Z,111.003484502614,30.5046209957339,2.90802522354229e-05,299.792392410729,303.485393372642,297.603032012605
miroc6,historical,1852-09-16T00:00:00Z,94.5912787678271,53.379763605584,1.6210272421478e-05,301.290052422944,306.062790747496,298.14428772098
miroc6,historical,1852-10-16T12:00:00Z,123.259359679722,43.1948011275426,6.82226542133096e-05,300.368510751756,304.377246773631,298.053943322648
miroc6,historical,1852-11-16T00:00:00Z,134.313214754812,20.4117308711638,7.43483661078525e-05,299.489541681137,302.599111842398,297.780712880673
miroc6,historical,1852-12-16T12:00:00Z,130.174464111631,32.1789236246011,3.77511244508124e-05,299.44426732034,303.097626596549,297.291947063477
miroc6,historical,1853-01-16T12:00:00Z,115.966921593509,34.4950800261611,4.77086070627784e-05,299.628275459186,303.771232918924,297.185452245641
miroc6,historical,1853-02-15T00:00:00Z,119.523881167486,40.1181764783737,4.25037400260905e-05,300.11117482734,304.741813232624,297.417102359166
miroc6,historical,1853-03-16T12:00:00Z,119.735320836489,25.8811883133548,8.23438223456533e-05,299.444209057256,303.589249879624,297.177244840527
miroc6,historical,1853-04-16T00:00:00Z,131.57397739787,12.4427593916756,0.000119535610034318,298.814618707791,302.253325585718,297.195762265269
miroc6,historical,1853-05-16T12:00:00Z,127.615110837571,9.21836863011972,9.1656833931554e-05,298.597985706563,301.225468433716,297.24271287902
miroc6,historical,1853-06-16T00:00:00Z,118.786440570335,8.17200275765853,5.66311669583093e-05,298.088190846355,300.559196438914,296.772227197166
miroc6,historical,1853-07-16T12:00:00Z,118.623219355807,15.8375071763874,4.51227182013331e-05,298.197227846009,301.049126107551,296.62934068094
miroc6,historical,1853-08-16T12:00:00Z,114.564356828729,23.5300943449621,3.30834501078999e-05,299.1173138806,302.511103638065,297.128040485548
miroc6,historical,1853-09-16T00:00:00Z,96.6227923467937,58.5748457379356,1.7501647500234e-05,301.682632495335,306.516284186208,298.534888167224
miroc6,historical,1853-10-16T12:00:00Z,118.461152838057,44.4127732206383,8.15677014468556e-05,300.518130102627,304.673634635342,298.00472975801
miroc6,historical,1853-11-16T00:00:00Z,129.72545563721,29.0407139596587,5.47396196643255e-05,299.803061697647,303.592277797054,297.664887111485
miroc6,historical,1853-12-16T12:00:00Z,122.61626265417,17.0267830846613,6.69199530565713e-05,298.884122616997,302.111521351196,297.127944280185
miroc6,historical,1854-01-16T12:00:00Z,111.258300759153,51.2408162406103,1.6038925004817e-05,300.727529041593,306.01813031506,297.32983616941
miroc6,historical,1854-02-15T00:00:00Z,106.650091018002,46.7916734908819,4.46626520058427e-05,301.248264151237,306.394360862388,298.130833220019
miroc6,historical,1854-03-16T12:00:00Z,103.234426359986,45.3439871770051,6.76834327010092e-05,301.845429387771,307.015699684745,298.716127188107
miroc6,historical,1854-04-16T00:00:00Z,124.937245589898,17.2014771277833,0.000104944403943005,299.878094429954,303.417327563892,297.969937164534
miroc6,historical,1854-05-16T12:00:00Z,127.135590980607,6.24541370110482,8.99618627344123e-05,299.019511561891,301.603524243247,297.673192846623
miroc6,historical,1854-06-16T00:00:00Z,122.754086584662,9.93518380684944,5.01631684368841e-05,299.007353855412,301.731885195644,297.551595472262
miroc6,historical,1854-07-16T12:00:00Z,110.767938326317,30.0734584040477,2.33823299067764e-05,299.725394802635,303.524453374691,297.415188485294
miroc6,historical,1854-08-16T12:00:00Z,79.7722329145224,55.2715345559136,7.34261272898875e-06,302.557744722583,307.534061840179,298.896315220913
miroc6,historical,1854-09-16T00:00:00Z,68.3777848541476,80.6199151155793,6.21132809721969e-06,305.955499539403,311.804634851038,301.546549816575
miroc6,historical,1854-10-16T12:00:00Z,68.3712352269507,86.5779594005086,1.42403757139168e-05,305.741078725616,311.348243291276,301.702469923046
miroc6,historical,1854-11-16T00:00:00Z,118.850033801562,28.1080120395128,6.15201135476816e-05,301.243679970521,305.039581187263,299.012455919322
miroc6,historical,1854-12-16T12:00:00Z,69.0073392732341,76.3061477471387,6.65407685999127e-06,305.416503656238,311.061421212483,301.230175402166
