source_id,experiment_id,time,hfls,hfss,pr,tas
cmcc_cm2_sr5,historical,1850-01-16T16:56:02Z,108.170047929477,28.1986043487615,4.2963823431376e-05,299.412872576877
cmcc_cm2_sr5,historical,1850-02-15T04:56:02Z,112.640893793339,32.3227544964845,5.6005456528919e-05,299.715935568886
cmcc_cm2_sr5,historical,1850-03-16T16:56:02Z,104.920577515862,28.389940379864,6.03819588140406e-05,300.347061321663
cmcc_cm2_sr5,historical,1850-04-16T04:56:02Z,115.30504879654,34.415361533462,2.28420804513434e-05,301.178160872374
cmcc_cm2_sr5,historical,1850-05-16T16:56:02Z,108.076536027241,28.0829565951828,4.81993267433292e-05,300.988568591779
cmcc_cm2_sr5,historical,1850-06-16T04:56:02Z,95.9297264627727,19.7187848656716,8.54187100004472e-05,298.922434809401
cmcc_cm2_sr5,historical,1850-07-16T16:56:02Z,114.819789866376,29.6337000949073,3.3618071928565e-05,299.450260658744
cmcc_cm2_sr5,historical,1850-08-16T16:56:02Z,99.4789242744675,64.665826274371,3.27408980880666e-06,301.438273589988
cmcc_cm2_sr5,historical,1850-09-16T04:56:02Z,60.739584764183,105.071955044746,6.97472010952202e-07,304.072380078301
cmcc_cm2_sr5,historical,1850-10-16T16:56:02Z,71.9296330857056,86.5201429759036,1.44251311857758e-05,303.972351077192
cmcc_cm2_sr5,historical,1850-11-16T04:56:02Z,101.871358214689,32.6925526928031,5.95157295411964e-05,300.715166473922
cmcc_cm2_sr5,historical,1850-12-16T16:56:02Z,113.346257476132,28.9330274459632,4.02585612746589e-05,299.692111010498
cmcc_cm2_sr5,historical,1851-01-16T16:56:02Z,99.8351179112597,67.6113001377125,1.16294339391664e-05,302.571772852335
cmcc_cm2_sr5,historical,1851-02-15T04:56:02Z,76.2278470995086,85.1802327979796,1.25198655822628e-05,304.108016355101
cmcc_cm2_sr5,historical,1851-03-16T16:56:02Z,83.3048798485338,67.2721941800211,2.33753369781569e-05,304.074152895289
cmcc_cm2_sr5,historical,1851-04-16T04:56:02Z,96.0394506066789,39.2925665744317,3.83903453349495e-05,303.1993563817
cmcc_cm2_sr5,historical,1851-05-16T16:56:02Z,113.533885852875,24.4730380339855,7.66646060198663e-05,300.72014784227
cmcc_cm2_sr5,historical,1851-06-16T04:56:02Z,99.1965581614387,20.4781110476018,8.85863457381113e-05,299.273693771174
cmcc_cm2_sr5,historical,1851-07-16T16:56:02Z,115.75367114306,36.8061826494361,1.97657175070029e-05,300.319220397198
cmcc_cm2_sr5,historical,1851-08-16T16:56:02Z,88.7684268953467,60.9973994238374,1.27182404341785e-05,302.450309605448
cmcc_cm2_sr5,historical,1851-09-16T04:56:02Z,62.9706199079034,97.3725717887588,5.25399663660537e-06,304.426453792106
cmcc_cm2_sr5,historical,1851-10-16T16:56:02Z,80.096572563347,72.1125465474134,2.64335484580093e-05,303.142403547572
cmcc_cm2_sr5,historical,1851-11-16T04:56:02Z,91.8024423298137,18.2971138723014,0.000109477615873575,299.570850945498
cmcc_cm2_sr5,historical,1851-12-16T16:56:02Z,95.5679157520895,19.2540057359246,8.28077658819612e-05,298.865926266382
cmcc_cm2_sr5,historical,1852-01-16T16:56:02Z,103.213846828211,24.2008045573373,6.8929033738358e-05,298.818531328169
cmcc_cm2_sr5,historical,1852-02-15T04:56:02Z,102.205810036655,23.9727287068232,7.44176715103191e-05,298.905839318983
cmcc_cm2_sr5,historical,1852-03-16T16:56:02Z,109.726687815385,25.7066324736683,6.43650113145873e-05,299.541454005072
cmcc_cm2_sr5,historical,1852-04-16T04:56:02Z,117.10991155376,28.3764941526572,5.65533898505616e-05,300.457300708057
cmcc_cm2_sr5,historical,1852-05-16T16:56:02Z,100.792082692744,19.2189573524975,9.54839441756761e-05,299.324371166368
cmcc_cm2_sr5,historical,1852-06-16T04:56:02Z,89.5704135347067,17.284954807733,0.000115350928937844,298.256849853623
cmcc_cm2_sr5,historical,1852-07-16T16:56:02Z,118.0628909002,33.5664539707489,1.60412412342157e-05,299.293118166911
cmcc_cm2_sr5,historical,1852-08-16T16:56:02Z,99.8512325656625,60.481140519701,4.50332659884921e-06,301.025014712618
cmcc_cm2_sr5,historical,1852-09-16T04:56:02Z,75.4445958973851,82.2645997936797,5.13809681550108e-06,303.217061316991
cmcc_cm2_sr5,historical,1852-10-16T16:56:02Z,89.360887391371,55.0406368712862,3.59394710467691e-05,301.927393301878
cmcc_cm2_sr5,historical,1852-11-16T04:56:02Z,89.2641704124173,16.3646167301961,9.77915162860916e-05,298.951106094044
cmcc_cm2_sr5,historical,1852-12-16T16:56:02Z,88.7870021096365,15.3778843233457,0.00011236798067204,298.367134699395
cmcc_cm2_sr5,historical,1853-01-16T16:56:02Z,92.1607001861387,14.9168409107961,8.63716313698351e-05,298.487815373453
cmcc_cm2_sr5,historical,1853-02-15T04:56:02Z,111.693583426066,28.8461467793599,5.09516242190275e-05,299.110534091866
cmcc_cm2_sr5,historical,1853-03-16T16:56:02Z,123.717558072591,36.227348244191,3.44680073940048e-05,300.343524144178
cmcc_cm2_sr5,historical,1853-04-16T04:56:02Z,116.974375109582,30.1794722047893,4.37717095168747e-05,300.721582342881
cmcc_cm2_sr5,historical,1853-05-16T16:56:02Z,101.639651876657,18.1327321008701,9.21020392826292e-05,299.556517173933
cmcc_cm2_sr5,historical,1853-06-16T04:56:02Z,94.0332288130374,18.027567640233,8.72854766306754e-05,298.801756340678
cmcc_cm2_sr5,historical,1853-07-16T16:56:02Z,118.035466846874,33.3698091002296,1.83946042029561e-05,299.303441597044
cmcc_cm2_sr5,historical,1853-08-16T16:56:02Z,98.3776594314194,67.8770260843631,2.01003855354037e-06,301.633413221883
cmcc_cm2_sr5,historical,1853-09-16T04:56:02Z,74.5694035769611,94.9414903221232,3.81972165595947e-06,303.816338539855
cmcc_cm2_sr5,historical,1853-10-16T16:56:02Z,73.2536023743368,81.618789444057,1.96617728467386e-05,303.181638157356
cmcc_cm2_sr5,historical,1853-11-16T04:56:02Z,105.18015247151,24.0618456740909,6.09738323172244e-05,300.114191046953
cmcc_cm2_sr5,historical,1853-12-16T16:56:02Z,95.8019891855861,17.1249374060103,9.89701969241303e-05,299.07272679966
cmcc_cm2_sr5,historical,1854-01-16T16:56:02Z,115.084872724051,27.5639302270098,4.81335281863151e-05,299.827996496249
cmcc_cm2_sr5,historical,1854-02-15T04:56:02Z,122.194430798107,49.5626007541256,1.40907207978448e-05,301.651441857593
cmcc_cm2_sr5,historical,1854-03-16T16:56:02Z,102.138317763439,65.3788889238636,1.85801380706194e-05,303.183433959421
cmcc_cm2_sr5,historical,1854-04-16T04:56:02Z,103.867091248871,24.1459507139811,7.89734998694524e-05,301.174972610489
cmcc_cm2_sr5,historical,1854-05-16T16:56:02Z,96.2553776337354,14.4945392926369,9.6450240694937e-05,299.692631795684
